local_day,latitude,longitude,irt_shade_day_mean,irt_shade_day_peak,irt_swbgt_day_mean,irt_swbgt_day_peak,bernard_day_mean,bernard_day_peak,liljegren_day_mean,liljegren_day_peak,t_c_day_mean,t_c_day_peak,rh_day_mean,irt_shade_deployed,irt_swbgt_deployed
2024-05-21,17.25,81.0,28.702533820132306,30.692705642445496,34.92120819230065,37.00437315800626,28.7372723279021,30.656776384198526,29.931735582943464,34.368115139651536,31.93447,36.460358,70.62278496023978,28.829335222360967,35.16784884024892
2024-05-21,17.5,77.0,27.318841762563096,29.697944356179228,32.69294285151528,35.22405032115426,27.345725550235603,29.62638640217913,28.80407563125451,34.353350401304056,32.295063,37.466583,56.520183735297884,27.503955548704283,32.96850520187233
2024-05-21,17.5,77.25,27.291111097308022,29.634119605052824,32.759404666904466,35.26376268350812,27.327739032388262,29.575826989129954,28.89149343271085,35.217700644411536,31.80426,36.824005,59.788764036187736,27.447744356532446,32.99953290338054
2024-05-21,17.5,77.5,27.13635081590064,29.48793746406256,32.59847023577431,35.02950478040806,27.17811502289,29.427258098568572,28.668828667235275,35.10921773441544,31.453836,36.47061,61.236745911235936,27.29361873280667,32.845520321086425
2024-05-21,17.5,77.75,26.94424322218796,29.237893627576327,32.41429636685984,34.96770982363713,26.993914188861194,29.193127598705175,28.41458862168986,33.89378367131076,30.971903,35.855377,63.36164889746093,27.090600101097788,32.64645907169554
2024-05-21,17.5,78.0,27.033463492325197,29.386017688640294,32.559613813641114,35.00875979287211,27.085968090029997,29.339294654618385,28.495387910908168,33.82069598631131,30.943747,35.909943,64.2127162050497,27.16193905686461,32.762076673909874
2024-05-21,17.5,78.25,27.071337464436738,29.448972787174174,32.5561463232955,35.13344220564219,27.11849372933601,29.386516734952878,28.446325522444912,32.89313868069513,31.20156,36.525177,62.602695690007074,27.217825272242358,32.78820235026111
2024-05-21,17.5,78.5,27.067487785039145,29.26706417245253,32.547863849980494,34.62297393920789,27.113852971073985,29.195915142161788,28.364302283945335,32.34385729890374,31.188944,36.915802,62.85645818844554,27.235482575642045,32.81823250025038
2024-05-21,17.5,78.75,27.46108392697936,29.321641554956024,33.00155616245207,34.92412072098762,27.494727910626818,29.27592010717718,28.68624321276665,32.4284991704734,31.806051,37.355255,61.70024516617863,27.67679077157458,33.354227597599944
2024-05-21,17.5,79.0,28.16253170717111,30.146556936498946,33.82094907285836,35.793907722908045,28.17784839459145,30.066588544280265,29.368819985996797,32.966761984731534,32.926575,38.407623,59.391856510570925,28.44109563401821,34.2790274696591
2024-05-21,17.5,79.25,28.5198263089317,30.510549524302238,34.29468221587596,36.145268851215036,28.530971991121902,30.41580449876144,29.7463291344399,33.295421640605866,33.290344,38.544342,59.53381048694732,28.796030588765475,34.754530206630285
2024-05-21,17.5,79.5,28.65302156526732,30.715721871490825,34.57963019448473,36.67936058580308,28.67144561104846,30.639334376055075,29.94920754179846,33.51354323384368,32.99705,37.897858,62.29839975554262,28.86053562540104,34.938663029314746
2024-05-21,17.5,79.75,28.816431133119867,30.93361233362532,34.86655737006446,37.13903582119521,28.838771682244772,30.87173001715925,30.16694596389502,34.0304649614136,32.911762,37.71817,64.09035533872988,28.995619179429568,35.18333507054138
2024-05-21,17.5,80.0,28.87298669835784,30.967184661806648,35.01750735884132,37.27972867723818,28.899274285666976,30.91557935381319,30.27096421694128,34.72588948302865,32.67519,37.41739,66.31811705304158,29.036288706672195,35.31438728363149
2024-05-21,17.5,80.25,28.818600548270737,30.944879792533186,34.99246232308472,37.26177499142172,28.848011716145127,30.895044879234174,30.06645477957279,34.23649605883912,32.41925,37.034576,67.86770511945089,28.97475193288375,35.281136861728356
